num_elems = 134217728; Array is used; 
   Precision;   [GOPs/s];  BW [GB/s];  time [ms]; computations; data [Bytes]; Outer Its; Inner Its; Comp Its
std::int32_t; 5440.17702; 1450.71387;    0.37007;   2013265920;    536870912;         1;         8;        7
std::int32_t; 6151.91609; 1447.50967;    0.37089;   2281701376;    536870912;         1;         8;        8
std::int32_t; 6856.74007; 1443.52423;    0.37192;   2550136832;    536870912;         1;         8;        9
std::int32_t; 7561.84601; 1440.35162;    0.37274;   2818572288;    536870912;         1;         8;       10
std::int32_t; 8263.85936; 1437.19293;    0.37356;   3087007744;    536870912;         1;         8;       11
std::int32_t; 8953.00549; 1432.48088;    0.37478;   3355443200;    536870912;         1;         8;       12
std::int32_t; 9663.96504; 1431.69852;    0.37499;   3623878656;    536870912;         1;         8;       13
std::int32_t;10312.23019; 1422.37658;    0.37745;   3892314112;    536870912;         1;         8;       14
std::int32_t;11023.41848; 1422.37658;    0.37745;   4160749568;    536870912;         1;         8;       15
std::int32_t;11664.98381; 1413.93743;    0.37970;   4429185024;    536870912;         1;         8;       16
std::int32_t;15111.83039; 1233.61881;    0.43520;   6576668672;    536870912;         1;         8;       24
std::int32_t;16797.47567; 1033.69081;    0.51937;   8724152320;    536870912;         1;         8;       32
std::int32_t;17467.64116;  862.59956;    0.62239;  10871635968;    536870912;         1;         8;       40
std::int32_t;17846.69259;  735.94609;    0.72950;  13019119616;    536870912;         1;         8;       48
std::int32_t;18079.99979;  639.99999;    0.83886;  15166603264;    536870912;         1;         8;       56
std::int32_t;18239.79258;  565.57496;    0.94925;  17314086912;    536870912;         1;         8;       64
std::int32_t;18776.75767;  292.24526;    1.83706;  34493956096;    536870912;         1;         8;      128
std::int32_t;18898.47898;  196.34783;    2.73428;  51673825280;    536870912;         1;         8;      192
std::int32_t;19097.91393;  148.91161;    3.60530;  68853694464;    536870912;         1;         8;      256
std::int32_t;19226.19401;   75.02905;    7.15551; 137573171200;    536870912;         1;         8;      512
std::int32_t;  363.08033; 1452.32130;    0.36966;    134217728;    536870912;         4;         4;        0
std::int32_t; 1088.63785; 1451.51713;    0.36987;    402653184;    536870912;         4;         4;        1
std::int32_t; 1814.39641; 1451.51713;    0.36987;    671088640;    536870912;         4;         4;        2
std::int32_t; 2537.34513; 1449.91150;    0.37028;    939524096;    536870912;         4;         4;        3
std::int32_t; 3256.89670; 1447.50964;    0.37089;   1207959552;    536870912;         4;         4;        4
std::int32_t; 3956.61899; 1438.77054;    0.37315;   1476395008;    536870912;         4;         4;        5
std::int32_t; 4678.57211; 1439.56065;    0.37294;   1744830464;    536870912;         4;         4;        6
std::int32_t; 5404.28799; 1441.14346;    0.37253;   2013265920;    536870912;         4;         4;        7
std::int32_t; 6111.42064; 1437.98133;    0.37335;   2281701376;    536870912;         4;         4;        8
std::int32_t; 6826.66653; 1437.19295;    0.37356;   2550136832;    536870912;         4;         4;        9
std::int32_t; 7508.21609; 1430.13640;    0.37540;   2818572288;    536870912;         4;         4;       10
std::int32_t; 8218.80033; 1429.35658;    0.37560;   3087007744;    536870912;         4;         4;       11
std::int32_t; 8899.51118; 1423.92179;    0.37704;   3355443200;    536870912;         4;         4;       12
std::int32_t; 9601.04175; 1422.37656;    0.37745;   3623878656;    536870912;         4;         4;       13
std::int32_t;10267.66084; 1416.22908;    0.37908;   3892314112;    536870912;         4;         4;       14
std::int32_t;10963.92863; 1414.70047;    0.37949;   4160749568;    536870912;         4;         4;       15
std::int32_t;11633.60940; 1410.13447;    0.38072;   4429185024;    536870912;         4;         4;       16
std::int32_t;15505.86172; 1265.78463;    0.42414;   6576668672;    536870912;         4;         4;       24
std::int32_t;17183.70339; 1057.45867;    0.50770;   8724152320;    536870912;         4;         4;       32
std::int32_t;17595.01503;  868.88963;    0.61788;  10871635968;    536870912;         4;         4;       40
std::int32_t;17952.53371;  740.31067;    0.72520;  13019119616;    536870912;         4;         4;       48
std::int32_t;18142.00908;  642.19501;    0.83599;  15166603264;    536870912;         4;         4;       56
std::int32_t;18275.27882;  566.67531;    0.94740;  17314086912;    536870912;         4;         4;       64
std::int32_t;18654.06122;  290.33558;    1.84914;  34493956096;    536870912;         4;         4;      128
std::int32_t;18904.14276;  196.40668;    2.73347;  51673825280;    536870912;         4;         4;      192
std::int32_t;18937.62617;  147.66180;    3.63581;  68853694464;    536870912;         4;         4;      256
std::int32_t;19307.42702;   75.34606;    7.12540; 137573171200;    536870912;         4;         4;      512
std::int32_t;  359.69264; 1438.77057;    0.37315;    134217728;    536870912;         4;         8;        0
std::int32_t; 1078.48600; 1437.98133;    0.37335;    402653184;    536870912;         4;         8;        1
std::int32_t; 1801.42933; 1441.14346;    0.37253;    671088640;    536870912;         4;         8;        2
std::int32_t; 2516.46728; 1437.98130;    0.37335;    939524096;    536870912;         4;         8;        3
std::int32_t; 3235.45794; 1437.98130;    0.37335;   1207959552;    536870912;         4;         8;        4
std::int32_t; 3952.28063; 1437.19295;    0.37356;   1476395008;    536870912;         4;         8;        5
std::int32_t; 4670.87718; 1437.19298;    0.37356;   1744830464;    536870912;         4;         8;        6
std::int32_t; 5380.62397; 1434.83306;    0.37417;   2013265920;    536870912;         4;         8;        7
std::int32_t; 6094.70447; 1434.04811;    0.37437;   2281701376;    536870912;         4;         8;        8
std::int32_t; 6804.28407; 1432.48086;    0.37478;   2550136832;    536870912;         4;         8;        9
std::int32_t; 7520.52450; 1432.48086;    0.37478;   2818572288;    536870912;         4;         8;       10
std::int32_t; 8232.26651; 1431.69852;    0.37499;   3087007744;    536870912;         4;         8;       11
std::int32_t; 8933.47876; 1429.35660;    0.37560;   3355443200;    536870912;         4;         8;       12
std::int32_t; 9642.89917; 1428.57765;    0.37581;   3623878656;    536870912;         4;         8;       13
std::int32_t;10345.91171; 1427.02231;    0.37622;   3892314112;    536870912;         4;         8;       14
std::int32_t;11059.42286; 1427.02231;    0.37622;   4160749568;    536870912;         4;         8;       15
std::int32_t;11728.24305; 1421.60522;    0.37765;   4429185024;    536870912;         4;         8;       16
std::int32_t;15928.88856; 1300.31743;    0.41288;   6576668672;    536870912;         4;         8;       24
std::int32_t;17401.30709; 1070.84967;    0.50135;   8724152320;    536870912;         4;         8;       32
std::int32_t;17849.41526;  881.45261;    0.60908;  10871635968;    536870912;         4;         8;       40
std::int32_t;18064.76830;  744.93890;    0.72069;  13019119616;    536870912;         4;         8;       48
std::int32_t;18226.84676;  645.19812;    0.83210;  15166603264;    536870912;         4;         8;       56
std::int32_t;18374.57900;  569.75439;    0.94228;  17314086912;    536870912;         4;         8;       64
std::int32_t;18850.31016;  293.39004;    1.82989;  34493956096;    536870912;         4;         8;      128
std::int32_t;19005.24282;  197.45707;    2.71892;  51673825280;    536870912;         4;         8;      192
std::int32_t;18522.37816;  144.42400;    3.71732;  68853694464;    536870912;         4;         8;      256
std::int32_t;18910.64696;   73.79765;    7.27491; 137573171200;    536870912;         4;         8;      512
 Ac<3, i, s>;  710.03250; 1420.06501;    0.18903;    134217728;    268435456;         1;         4;        0
 Ac<3, i, s>; 2132.40779; 1421.60520;    0.18883;    402653184;    268435456;         1;         4;        1
 Ac<3, i, s>; 3493.39015; 1397.35606;    0.19210;    671088640;    268435456;         1;         4;        2
 Ac<3, i, s>; 4788.64291; 1368.18369;    0.19620;    939524096;    268435456;         1;         4;        3
 Ac<3, i, s>; 5811.07397; 1291.34977;    0.20787;   1207959552;    268435456;         1;         4;        4
 Ac<3, i, s>; 7701.88025; 1400.34186;    0.19169;   1476395008;    268435456;         1;         4;        5
 Ac<3, i, s>; 9111.95733; 1401.83959;    0.19149;   1744830464;    268435456;         1;         4;        6
 Ac<3, i, s>;10491.35534; 1398.84738;    0.19190;   2013265920;    268435456;         1;         4;        7
 Ac<3, i, s>;11789.54507; 1387.00530;    0.19354;   2281701376;    268435456;         1;         4;        8
 Ac<3, i, s>;13052.24315; 1373.92033;    0.19538;   2550136832;    268435456;         1;         4;        9
 Ac<3, i, s>;14202.84871; 1352.65226;    0.19845;   2818572288;    268435456;         1;         4;       10
 Ac<3, i, s>;15210.17187; 1322.62364;    0.20296;   3087007744;    268435456;         1;         4;       11
 Ac<3, i, s>;15799.42127; 1263.95370;    0.21238;   3355443200;    268435456;         1;         4;       12
 Ac<3, i, s>;16115.40993; 1193.73407;    0.22487;   3623878656;    268435456;         1;         4;       13
 Ac<3, i, s>;16285.72395; 1123.15338;    0.23900;   3892314112;    268435456;         1;         4;       14
 Ac<3, i, s>;16370.79786; 1056.18051;    0.25416;   4160749568;    268435456;         1;         4;       15
 Ac<3, i, s>;16546.96253; 1002.84621;    0.26767;   4429185024;    268435456;         1;         4;       16
 Ac<3, i, s>;17424.11308;  711.18829;    0.37745;   6576668672;    268435456;         1;         4;       24
 Ac<3, i, s>;17898.48790;  550.72270;    0.48742;   8724152320;    268435456;         1;         4;       32
 Ac<3, i, s>;18204.44391;  449.49244;    0.59720;  10871635968;    268435456;         1;         4;       40
 Ac<3, i, s>;18372.80967;  378.82082;    0.70861;  13019119616;    268435456;         1;         4;       48
 Ac<3, i, s>;18518.55014;  327.76195;    0.81900;  15166603264;    268435456;         1;         4;       56
 Ac<3, i, s>;18625.56540;  288.76846;    0.92959;  17314086912;    268435456;         1;         4;       64
 Ac<3, i, s>;18997.01333;  147.83668;    1.81576;  34493956096;    268435456;         1;         4;      128
 Ac<3, i, s>;19124.80812;   99.34965;    2.70193;  51673825280;    268435456;         1;         4;      192
 Ac<3, i, s>;19119.63602;   74.54049;    3.60120;  68853694464;    268435456;         1;         4;      256
 Ac<3, i, s>;19258.71576;   37.57798;    7.14342; 137573171200;    268435456;         1;         4;      512
 Ac<3, i, s>;  703.93125; 1407.86251;    0.19067;    134217728;    268435456;         1;         8;        0
 Ac<3, i, s>; 2111.79376; 1407.86251;    0.19067;    402653184;    268435456;         1;         8;        1
 Ac<3, i, s>; 3493.39020; 1397.35608;    0.19210;    671088640;    268435456;         1;         8;        2
 Ac<3, i, s>; 4885.53778; 1395.86794;    0.19231;    939524096;    268435456;         1;         8;        3
 Ac<3, i, s>; 6301.53839; 1400.34186;    0.19169;   1207959552;    268435456;         1;         8;        4
 Ac<3, i, s>; 7685.45832; 1397.35606;    0.19210;   1476395008;    268435456;         1;         8;        5
 Ac<3, i, s>; 9151.10646; 1407.86253;    0.19067;   1744830464;    268435456;         1;         8;        6
 Ac<3, i, s>;10186.94286; 1358.25905;    0.19763;   2013265920;    268435456;         1;         8;        7
 Ac<3, i, s>;10827.13307; 1273.78036;    0.21074;   2281701376;    268435456;         1;         8;        8
 Ac<3, i, s>;11423.70652; 1202.49542;    0.22323;   2550136832;    268435456;         1;         8;        9
 Ac<3, i, s>;12030.20970; 1145.73426;    0.23429;   2818572288;    268435456;         1;         8;       10
 Ac<3, i, s>;12655.98669; 1100.52058;    0.24392;   3087007744;    268435456;         1;         8;       11
 Ac<3, i, s>;13202.25603; 1056.18048;    0.25416;   3355443200;    268435456;         1;         8;       12
 Ac<3, i, s>;13674.43630; 1012.92121;    0.26501;   3623878656;    268435456;         1;         8;       13
 Ac<3, i, s>;13995.16928;  965.18409;    0.27812;   3892314112;    268435456;         1;         8;       14
 Ac<3, i, s>;14429.09139;  930.90912;    0.28836;   4160749568;    268435456;         1;         8;       15
 Ac<3, i, s>;14682.19948;  889.83027;    0.30167;   4429185024;    268435456;         1;         8;       16
 Ac<3, i, s>;16284.29998;  664.66531;    0.40387;   6576668672;    268435456;         1;         8;       24
 Ac<3, i, s>;17059.83114;  524.91788;    0.51139;   8724152320;    268435456;         1;         8;       32
 Ac<3, i, s>;17502.19525;  432.15297;    0.62116;  10871635968;    268435456;         1;         8;       40
 Ac<3, i, s>;17806.69970;  367.14845;    0.73114;  13019119616;    268435456;         1;         8;       48
 Ac<3, i, s>;18031.57529;  319.14293;    0.84111;  15166603264;    268435456;         1;         8;       56
 Ac<3, i, s>;18184.86598;  281.93591;    0.95212;  17314086912;    268435456;         1;         8;       64
 Ac<3, i, s>;18820.82012;  146.46553;    1.83276;  34493956096;    268435456;         1;         8;      128
 Ac<3, i, s>;19193.18426;   99.70485;    2.69230;  51673825280;    268435456;         1;         8;      192
 Ac<3, i, s>;19170.87795;   74.74026;    3.59158;  68853694464;    268435456;         1;         8;      256
 Ac<3, i, s>;19275.29389;   37.61033;    7.13728; 137573171200;    268435456;         1;         8;      512
 Ac<3, i, s>;  685.52301; 1371.04602;    0.19579;    134217728;    268435456;         4;         4;        0
 Ac<3, i, s>; 2058.72252; 1372.48168;    0.19558;    402653184;    268435456;         4;         4;        1
 Ac<3, i, s>; 3399.17010; 1359.66804;    0.19743;    671088640;    268435456;         4;         4;        2
 Ac<3, i, s>; 4724.53155; 1349.86616;    0.19886;    939524096;    268435456;         4;         4;        3
 Ac<3, i, s>; 6018.61244; 1337.46943;    0.20070;   1207959552;    268435456;         4;         4;        4
 Ac<3, i, s>; 7296.51833; 1326.63970;    0.20234;   1476395008;    268435456;         4;         4;        5
 Ac<3, i, s>; 8528.20836; 1312.03206;    0.20460;   1744830464;    268435456;         4;         4;        6
 Ac<3, i, s>; 9647.10511; 1286.28068;    0.20869;   2013265920;    268435456;         4;         4;        7
 Ac<3, i, s>;10785.20820; 1268.84802;    0.21156;   2281701376;    268435456;         4;         4;        8
 Ac<3, i, s>;11825.10905; 1244.74832;    0.21565;   2550136832;    268435456;         4;         4;        9
 Ac<3, i, s>;12754.92146; 1214.75443;    0.22098;   2818572288;    268435456;         4;         4;       10
 Ac<3, i, s>;13518.63687; 1175.53364;    0.22835;   3087007744;    268435456;         4;         4;       11
 Ac<3, i, s>;14185.28150; 1134.82252;    0.23654;   3355443200;    268435456;         4;         4;       12
 Ac<3, i, s>;14721.06508; 1090.44926;    0.24617;   3623878656;    268435456;         4;         4;       13
 Ac<3, i, s>;15265.41339; 1052.78713;    0.25498;   3892314112;    268435456;         4;         4;       14
 Ac<3, i, s>;15712.42133; 1013.70460;    0.26481;   4160749568;    268435456;         4;         4;       15
 Ac<3, i, s>;16008.05382;  970.18508;    0.27668;   4429185024;    268435456;         4;         4;       16
 Ac<3, i, s>;16999.80963;  693.86978;    0.38687;   6576668672;    268435456;         4;         4;       24
 Ac<3, i, s>;17551.87475;  540.05768;    0.49705;   8724152320;    268435456;         4;         4;       32
 Ac<3, i, s>;17885.49926;  441.61727;    0.60785;  10871635968;    268435456;         4;         4;       40
 Ac<3, i, s>;18183.61516;  374.91990;    0.71598;  13019119616;    268435456;         4;         4;       48
 Ac<3, i, s>;18321.54412;  324.27512;    0.82780;  15166603264;    268435456;         4;         4;       56
 Ac<3, i, s>;18438.70039;  285.87132;    0.93901;  17314086912;    268435456;         4;         4;       64
 Ac<3, i, s>;18755.84846;  145.95991;    1.83910;  34493956096;    268435456;         4;         4;      128
 Ac<3, i, s>;19045.41121;   98.93720;    2.71319;  51673825280;    268435456;         4;         4;      192
 Ac<3, i, s>;18981.46360;   74.00181;    3.62742;  68853694464;    268435456;         4;         4;      256
 Ac<3, i, s>;19159.84071;   37.38506;    7.18029; 137573171200;    268435456;         4;         4;      512
 Ac<3, i, s>;  632.58686; 1265.17373;    0.21217;    134217728;    268435456;         4;         8;        0
 Ac<3, i, s>; 1903.27201; 1268.84801;    0.21156;    402653184;    268435456;         4;         8;        1
 Ac<3, i, s>; 3178.27350; 1271.30940;    0.21115;    671088640;    268435456;         4;         8;        2
 Ac<3, i, s>; 4458.23133; 1273.78038;    0.21074;    939524096;    268435456;         4;         8;        3
 Ac<3, i, s>; 5743.17426; 1276.26095;    0.21033;   1207959552;    268435456;         4;         8;        4
 Ac<3, i, s>; 7026.27672; 1277.50486;    0.21012;   1476395008;    268435456;         4;         8;        5
 Ac<3, i, s>; 8311.88277; 1278.75120;    0.20992;   1744830464;    268435456;         4;         8;        6
 Ac<3, i, s>; 9599.99989; 1279.99999;    0.20972;   2013265920;    268435456;         4;         8;        7
 Ac<3, i, s>;10869.38516; 1278.75120;    0.20992;   2281701376;    268435456;         4;         8;        8
 Ac<3, i, s>;12054.05606; 1268.84801;    0.21156;   2550136832;    268435456;         4;         8;        9
 Ac<3, i, s>;13195.16764; 1256.68263;    0.21361;   2818572288;    268435456;         4;         8;       10
 Ac<3, i, s>;14220.07534; 1236.52829;    0.21709;   3087007744;    268435456;         4;         8;       11
 Ac<3, i, s>;14989.93637; 1199.19491;    0.22385;   3355443200;    268435456;         4;         8;       12
 Ac<3, i, s>;15508.08042; 1148.74670;    0.23368;   3623878656;    268435456;         4;         8;       13
 Ac<3, i, s>;15681.05626; 1081.45216;    0.24822;   3892314112;    268435456;         4;         8;       14
 Ac<3, i, s>;15934.24293; 1028.01567;    0.26112;   4160749568;    268435456;         4;         8;       15
 Ac<3, i, s>;16273.04786;  986.24533;    0.27218;   4429185024;    268435456;         4;         8;       16
 Ac<3, i, s>;17547.89105;  716.24045;    0.37478;   6576668672;    268435456;         4;         8;       24
 Ac<3, i, s>;18057.82062;  555.62525;    0.48312;   8724152320;    268435456;         4;         8;       32
 Ac<3, i, s>;18317.51586;  452.28434;    0.59351;  10871635968;    268435456;         4;         8;       40
 Ac<3, i, s>;18598.57159;  383.47570;    0.70001;  13019119616;    268435456;         4;         8;       48
 Ac<3, i, s>;18677.34714;  330.57252;    0.81203;  15166603264;    268435456;         4;         8;       56
 Ac<3, i, s>;18782.81300;  291.20640;    0.92180;  17314086912;    268435456;         4;         8;       64
 Ac<3, i, s>;19001.29969;  147.87004;    1.81535;  34493956096;    268435456;         4;         8;      128
 Ac<3, i, s>;19098.75035;   99.21429;    2.70561;  51673825280;    268435456;         4;         8;      192
 Ac<3, i, s>;19034.12163;   74.20710;    3.61738;  68853694464;    268435456;         4;         8;      256
 Ac<3, i, s>;19178.43894;   37.42134;    7.17332; 137573171200;    268435456;         4;         8;      512

real	0m6.364s
user	0m4.061s
sys	0m2.245s
mixbench/read-only (v0.03-8-gbab3fb7)
------------------------ Device specifications ------------------------
Device:              A100-PCIE-40GB
CUDA driver version: 11.0
GPU clock rate:      1410 MHz
Memory clock rate:   607 MHz
Memory bus width:    5120 bits
WarpSize:            32
L2 cache size:       40960 KB
Total global mem:    40537 MB
ECC enabled:         Yes
Compute Capability:  8.0
Total SPs:           13824 (108 MPs x 128 SPs/MP)
Compute throughput:  38983.68 GFlops (theoretical single precision FMAs)
Memory bandwidth:    1555.20 GB/sec
-----------------------------------------------------------------------
Total GPU memory 42506321920, free 42061922304
Buffer size:          256MB
Trade-off type:       compute with global memory (block strided)
Elements per thread:  8
Thread fusion degree: 4
----------------------------------------------------------------------------- CSV data -----------------------------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,    0.11,  303.41,1213.63,      0.125,    0.19,  181.04,1448.31,      0.500,    0.10,  682.67,1365.33,     0.250,    0.10,  337.81,1351.26
            1,      0.750,    0.10, 1013.44,1351.26,      0.375,    0.19,  540.13,1440.35,      1.500,    0.10, 2006.20,1337.47,     0.750,    0.10, 1024.00,1365.33
            2,      1.250,    0.10, 1742.98,1394.38,      0.625,    0.19,  900.22,1440.35,      2.500,    0.10, 3244.36,1297.74,     1.250,    0.10, 1706.67,1365.33
            3,      1.750,    0.10, 2364.70,1351.26,      0.875,    0.19, 1267.27,1448.31,      3.500,    0.10, 4778.67,1365.33,     1.750,    0.10, 2389.33,1365.33
            4,      2.250,    0.10, 3072.00,1365.33,      1.125,    0.19, 1620.40,1440.35,      4.500,    0.10, 6144.00,1365.33,     2.250,    0.10, 2978.91,1323.96
            5,      2.750,    0.10, 3794.19,1379.71,      1.375,    0.19, 1991.43,1448.31,      5.500,    0.10, 7509.33,1365.33,     2.750,    0.10, 3715.96,1351.26
            6,      3.250,    0.10, 4391.59,1351.26,      1.625,    0.19, 2327.78,1432.48,      6.500,    0.10, 8693.55,1337.47,     3.250,    0.10, 4391.59,1351.26
            7,      3.750,    0.10, 5120.00,1365.33,      1.875,    0.19, 2715.58,1448.31,      7.500,    0.10,10240.00,1365.33,     3.750,    0.10, 5015.51,1337.47
            8,      4.250,    0.10, 5515.41,1297.74,      2.125,    0.19, 3027.48,1424.70,      8.500,    0.10,11485.69,1351.26,     4.250,    0.13, 4492.39,1057.03
            9,      4.750,    0.10, 6553.60,1379.71,      2.375,    0.19, 3365.36,1416.99,      9.500,    0.10,12577.62,1323.96,     4.750,    0.10, 6418.47,1351.26
           10,      5.250,    0.10, 7094.10,1351.26,      2.625,    0.19, 3760.26,1432.48,     10.500,    0.10,14188.21,1351.26,     5.250,    0.10, 7094.10,1351.26
           11,      5.750,    0.10, 7850.67,1365.33,      2.875,    0.19, 4096.00,1424.70,     11.500,    0.10,15539.46,1351.26,     5.750,    0.10, 7690.45,1337.47
           12,      6.250,    0.10, 8274.75,1323.96,      3.125,    0.19, 4428.11,1416.99,     12.500,    0.10,16718.37,1337.47,     6.250,    0.13, 6400.00,1024.00
           13,      6.750,    0.10, 9513.29,1409.38,      3.375,    0.19, 4782.36,1416.99,     13.500,    0.10,18055.84,1337.47,     6.750,    0.10, 9120.99,1351.26
           14,      7.250,    0.10, 9598.71,1323.96,      3.625,    0.19, 5136.61,1416.99,     14.500,    0.10,19393.31,1337.47,     7.250,    0.10, 9598.71,1323.96
           15,      7.750,    0.10,10365.39,1337.47,      3.875,    0.19, 5461.33,1409.38,     15.500,    0.10,20944.50,1351.26,     7.750,    0.10,10260.69,1323.96
           16,      8.250,    0.10,10922.67,1323.96,      4.125,    0.19, 5751.83,1394.38,     16.500,    0.11,20795.08,1260.31,     8.250,    0.14, 8192.00, 992.97
           17,      8.750,    0.10,12072.42,1379.71,      4.375,    0.19, 6133.05,1401.84,     17.500,    0.10,23405.72,1337.47,     8.750,    0.10,11468.80,1310.72
           18,      9.250,    0.10,12246.63,1323.96,      4.625,    0.19, 6414.90,1387.01,     18.500,    0.10,24743.18,1337.47,     9.250,    0.10,12124.16,1310.72
           20,     10.250,    0.10,13570.59,1323.96,      5.125,    0.19, 7108.40,1387.01,     20.500,    0.10,27700.78,1351.26,    10.250,    0.14, 9878.59, 963.76
           22,     11.250,    0.10,15521.68,1379.71,      5.625,    0.19, 7843.40,1394.38,     22.500,    0.10,30720.00,1365.33,    11.250,    0.10,14456.47,1285.02
           24,     12.250,    0.11,15291.73,1248.30,      6.125,    0.20, 8319.34,1358.26,     24.500,    0.10,32768.00,1337.47,    12.250,    0.14,11387.46, 929.59
           28,     14.250,    0.12,16384.00,1149.75,      7.125,    0.21, 8979.69,1260.31,     28.500,    0.10,40167.22,1409.38,    14.250,    0.15,12705.96, 891.65
           32,     16.250,    0.13,16771.02,1032.06,      8.125,    0.24, 9063.49,1115.51,     32.500,    0.10,45317.45,1394.38,    16.250,    0.16,13480.51, 829.57
           40,     20.250,    0.16,17461.90, 862.32,     10.125,    0.29, 9216.00, 910.22,     40.500,    0.10,55296.00,1365.33,    20.250,    0.19,14583.56, 720.18
           48,     24.250,    0.18,18059.64, 744.73,     12.125,    0.35, 9239.81, 762.05,     48.500,    0.10,62323.45,1285.02,    24.250,    0.22,15135.70, 624.15
           56,     28.250,    0.21,18240.31, 645.67,     14.125,    0.41, 9326.91, 660.31,     56.500,    0.12,64961.12,1149.75,    28.250,    0.25,15364.25, 543.87
           64,     32.250,    0.24,18299.01, 567.41,     16.125,    0.46, 9372.67, 581.25,     64.500,    0.13,66568.06,1032.06,    32.250,    0.28,15598.05, 483.66
           80,     40.250,    0.29,18576.22, 461.52,     20.125,    0.57, 9437.65, 468.95,     80.500,    0.16,68514.91, 851.12,    40.250,    0.34,15842.79, 393.61
           96,     48.250,    0.35,18710.72, 387.79,     24.125,    0.68, 9467.40, 392.43,     96.500,    0.19,69880.93, 724.15,    48.250,    0.40,16051.33, 332.67
          128,     64.250,    0.46,18797.71, 292.57,     32.125,    0.91, 9515.68, 296.21,    128.500,    0.24,71066.46, 553.05,    64.250,    0.53,16226.16, 252.55
          192,     96.250,    0.68,18942.46, 196.80,     48.125,    1.35, 9550.10, 198.44,    192.500,    0.36,72503.91, 376.64,    96.250,    0.78,16469.56, 171.11
          256,    128.250,    0.92,18761.14, 146.29,     64.125,    1.81, 9507.91, 148.27,    256.500,    0.51,67919.13, 264.79,   128.250,    1.04,16594.26, 129.39
--------------------------------------------------------------------------------------------------------------------------------------------------------------------

real	0m0.622s
user	0m0.123s
sys	0m0.351s
